"unit_number","name","value","timestamp"
"HC12024","Overspeed Setting","1550","2024-03-22 14:57:06.169743+00"
"HC12024","Comp SD Hist 3","High Suction Pressure","2024-03-22 14:57:06.169743+00"
"HC12024","Comp SD Hist 4","Low Suction Pressure","2024-03-22 14:57:06.169743+00"
"HC12024","PSU-X Firmware","9.6","2024-03-22 14:57:06.169743+00"
"HC12024","Comp SD Hist 1","Lubricator No-Flow Left Bank","2024-03-22 14:57:06.169743+00"
"HC12024","Comp SD Hist 5","Low Suction Pressure","2024-03-22 14:57:06.169743+00"
"HC12024","Comp SD Hist 2","High Suction Pressure","2024-03-22 14:57:06.169743+00"
"HC12024","ETM @ SD1","58025","2024-03-22 14:57:06.169743+00"
"HC12024","Underspeed Setting","0","2024-03-22 14:57:06.169743+00"
"HC12024","Modem Temperature","84","2024-03-22 00:00:55.449+00"
"HC12024","Run Count","0","2024-03-22 00:00:55.449+00"
"HC12024","Modem Temp Warning Level","Normal Temperature","2024-03-22 00:00:55.449+00"
"HC12024","Version Build","10","2024-03-22 00:00:55.449+00"
"HC12024","Version Minor","1","2024-03-22 00:00:55.449+00"
"HC12024","Version Major","5","2024-03-22 00:00:55.449+00"
"HC12024","Active Carrier","Verizon","2024-03-22 00:00:55.449+00"
"HC12024","Carrier Options","ATT, Verizon, and Iridium","2024-03-22 00:00:55.449+00"
"HC12024","Version Revision","13","2024-03-22 00:00:55.449+00"
"HC12024","Last System Reboot","1710305439.0","2024-03-22 00:00:55.449+00"
"HC12024","RSRP","-101","2024-03-22 00:00:54.243+00"
"HC12024","Cell Modem Status","Modem Ready","2024-03-22 00:00:54.243+00"
"HC12024","Cell Modem Restarts","0","2024-03-22 00:00:54.243+00"
"HC12024","RSRQ","-8","2024-03-22 00:00:54.243+00"
"HC12024","RSSI","-77","2024-03-22 00:00:54.243+00"
"HC12024","Cellular Signal Bars","2","2024-03-22 00:00:54.243+00"
"HC12024","Cell Mode","4G","2024-03-22 00:00:54.243+00"
"HC12024","Latitude","31.5838766","2024-03-22 00:00:52.919+00"
"HC12024","Connected Satellites","12","2024-03-22 00:00:52.919+00"
"HC12024","Longitude","-101.3872246","2024-03-22 00:00:52.919+00"
"HC12024","Altitude","2649.0","2024-03-22 00:00:52.919+00"
"HC12024","GPS Status","Reported Position is Current","2024-03-22 00:00:52.919+00"
"HC12024","Derived Stop Status","Stopped","2024-02-22 19:10:21.783+00"
"HC12024","Derived Run Status","Not Running (Stopped, Warmup, or Cooldown)","2024-02-22 19:10:21.783+00"
"HC13067","Hour Meter","1781268480","2024-04-25 15:30:15.005231+00"
"HC13067","PostCat Temp","52459","2024-04-25 15:30:15.005231+00"
"HC13067","Final Discharge Pressure","886","2024-04-25 15:30:15.005231+00"
"HC13067","Discharge 2 Pressure","85","2024-04-25 15:30:15.005231+00"
"HC13067","Discharge 3 Pressure","886","2024-04-25 15:30:15.005231+00"
"HC13067","Suction Pressure","41","2024-04-25 15:30:15.005231+00"
"HC13067","Jacket Water Temp","195","2024-04-25 15:30:15.005231+00"
"HC13067","Compressor Oil Pressure","2","2024-04-25 15:30:15.005231+00"
"HC13067","Discharge 3 Temp","209","2024-04-25 15:30:15.005231+00"
"HC13067","PreCat Temp","52459","2024-04-25 15:30:15.005231+00"
"HC13067","Engine Oil Temp","188","2024-04-25 15:30:15.005231+00"
"HC13067","Engine Oil Pressure","0","2024-04-25 15:30:15.005231+00"
"HC13067","Discharge 1 Pressure","86","2024-04-25 15:30:15.005231+00"
"HC13067","Intake Manifold Pressure Left","65535","2024-04-25 15:30:15.005231+00"
"HC13067","Intake Manifold Pressure Left Absolute","13","2024-04-25 15:30:15.005231+00"
"HC13067","Discharge 2 Temp","225","2024-04-25 15:30:15.005231+00"
"HC13067","Battery Voltage","26","2024-04-25 15:30:15.005231+00"
"HC13067","Discharge 1 Temp","207","2024-04-25 15:30:15.005231+00"
"HC13067","Reset Source","Local","2024-04-25 15:30:15.005231+00"
"HC13067","Compressor Oil Temp","106","2024-04-25 15:30:15.005231+00"
"HC13067","Engine Speed","0","2024-04-25 15:30:15.005231+00"
"HC13067","Skid - Current Operating State Code","Manual Stop","2024-04-25 15:27:41.232636+00"
"HC13067","Skid - Last Stop Code","Fault Cleared","2024-04-25 15:27:41.232636+00"
"HC13067","Skid - Timestamp","1714058867.0","2024-04-25 15:27:41.232636+00"
"HC13067","Skid - Status","Stopped","2024-04-25 15:27:41.232636+00"
"HC13067","Run Status","Stopped (Manual stop)","2024-04-25 15:27:38.752153+00"
"HC13067","Annunciator State","Stopped (Manual stop)","2024-04-25 15:27:38.752153+00"
"HC13067","Run/Shutdown Code","Manual Stop","2024-04-25 15:27:38.752153+00"
"HC13067","RSRP","-89","2024-04-25 00:01:30.072823+00"
"HC13067","Cell Modem Status","Modem Ready","2024-04-25 00:01:30.072823+00"
"HC13067","Cell Modem Restarts","0","2024-04-25 00:01:30.072823+00"
"HC13067","RSSI","-55","2024-04-25 00:01:30.072823+00"
"HC13067","RSRQ","-13","2024-04-25 00:01:30.072823+00"
"HC13067","Cellular Signal Bars","2","2024-04-25 00:01:30.072823+00"
"HC13067","Cell Mode","4G","2024-04-25 00:01:30.072823+00"
"HC13067","GPS Status","Reported Position is Current","2024-04-25 00:01:28.606444+00"
"HC13067","Altitude","2712.3","2024-04-25 00:01:28.606444+00"
"HC13067","Latitude","32.0888173","2024-04-25 00:01:28.606444+00"
"HC13067","Longitude","-101.9371986","2024-04-25 00:01:28.606444+00"
"HC13067","Connected Satellites","15","2024-04-25 00:01:28.606444+00"
"HC13067","Run Count","0","2024-04-25 00:01:26.794833+00"
"HC13067","Active Carrier","ATT","2024-04-25 00:01:26.794833+00"
"HC13067","Version Major","5","2024-04-25 00:01:26.794833+00"
"HC13067","Last System Reboot","1713538935.0","2024-04-25 00:01:26.794833+00"
"HC13067","Version Revision","8","2024-04-25 00:01:26.794833+00"
"HC13067","Carrier Options","ATT, Verizon, and Iridium","2024-04-25 00:01:26.794833+00"
"HC13067","Modem Temperature","102","2024-04-25 00:01:26.794833+00"
"HC13067","Version Minor","1","2024-04-25 00:01:26.794833+00"
"HC13067","Modem Temp Warning Level","Normal Temperature","2024-04-25 00:01:26.794833+00"
"HC13067","Version Build","10","2024-04-25 00:01:26.794833+00"
"HC13067","Shutdown Alert","Fault Cleared","2024-04-19 15:19:13.557695+00"
"HC13067","Skid - Shutdown","Fault Cleared","2024-04-19 15:19:04.439867+00"
"HC15031","Engine Speed","1232","2024-05-31 16:31:53.616025+00"
"HC15031","Disc Temp #1","216","2024-05-31 16:00:36.932779+00"
"HC15031","Eng Jacket Water Temp","167","2024-05-31 16:00:36.932779+00"
"HC15031","Disc Temp #2","232","2024-05-31 16:00:36.932779+00"
"HC15031","Disc Temp #3","170","2024-05-31 16:00:36.932779+00"
"HC15031","Suction Temp","76","2024-05-31 16:00:36.932779+00"
"HC15031","Comp Oil Temp","152","2024-05-31 16:00:36.932779+00"
"HC15031","External DC Voltage","27.4","2024-05-31 16:00:35.5857+00"
"HC15031","Hour Meter","54317","2024-05-31 16:00:35.5857+00"
"HC15031","Ignition Voltage","0.0","2024-05-31 16:00:35.5857+00"
"HC15031","Internal Battery Voltage","5.1","2024-05-31 16:00:35.5857+00"
"HC15031","Cell Modem Restarts","7","2024-05-31 00:03:42.094595+00"
"HC15031","Cell Mode","4G","2024-05-31 00:03:42.094595+00"
"HC15031","Cellular Signal Bars","3","2024-05-31 00:03:42.094595+00"
"HC15031","RSRP","-89","2024-05-31 00:03:42.094595+00"
"HC15031","RSRQ","-10","2024-05-31 00:03:42.094595+00"
"HC15031","RSSI","-63","2024-05-31 00:03:42.094595+00"
"HC15031","Cell Modem Status","Modem Ready","2024-05-31 00:03:42.094595+00"
"HC15031","Altitude","1070.2","2024-05-31 00:03:40.103234+00"
"HC15031","Longitude","-97.5808579","2024-05-31 00:03:40.103234+00"
"HC15031","GPS Status","Reported Position is Current","2024-05-31 00:03:40.103234+00"
"HC15031","Latitude","34.7837639","2024-05-31 00:03:40.103234+00"
"HC15031","Connected Satellites","10","2024-05-31 00:03:40.103234+00"
"HC15031","Version Revision","13","2024-05-31 00:03:38.696624+00"
"HC15031","Version Major","5","2024-05-31 00:03:38.696624+00"
"HC15031","Modem Temperature","99","2024-05-31 00:03:38.696624+00"
"HC15031","Run Count","0","2024-05-31 00:03:38.696624+00"
"HC15031","Version Build","10","2024-05-31 00:03:38.696624+00"
"HC15031","Version Minor","1","2024-05-31 00:03:38.696624+00"
"HC15031","Last System Reboot","1716563041.0","2024-05-31 00:03:38.696624+00"
"HC15031","Carrier Options","ATT, Verizon, and Iridium","2024-05-31 00:03:38.696624+00"
"HC15031","Active Carrier","Verizon","2024-05-31 00:03:38.696624+00"
"HC15031","Modem Temp Warning Level","Normal Temperature","2024-05-31 00:03:38.696624+00"
"HC15031","Skid - Last Stop Code","Low Eng Oil Pressure","2024-05-29 17:04:40.938773+00"
"HC15031","Skid - Current Operating State Code","Normal Operation","2024-05-29 17:04:40.938773+00"
"HC15031","Skid - Timestamp","1717002180.0","2024-05-29 17:04:40.938773+00"
"HC15031","Skid - Status","Running (latched)","2024-05-29 17:04:40.938773+00"
"HC15031","Skid - Shutdown","Normal Operation","2024-05-29 17:04:28.785389+00"
"HC15031","Comp SD Hist 3","High Suction Pressure","2024-05-29 17:04:21.968485+00"
"HC15031","Comp SD Hist 4","High Suction Pressure","2024-05-29 17:04:21.968485+00"
"HC15031","Comp SD Hist 2","Low Eng Oil Pressure","2024-05-29 17:04:21.968485+00"
"HC15031","ETM @ SD1","54270","2024-05-29 17:04:21.968485+00"
"HC15031","Comp SD Hist 1","Low Jacket Water Level","2024-05-29 17:04:21.968485+00"
"HC15031","PSU-X Firmware","9.1","2024-05-29 17:04:21.968485+00"
"HC15031","Underspeed Setting","450","2024-05-29 17:04:21.968485+00"
"HC15031","Comp SD Hist 5","High Suction Pressure","2024-05-29 17:04:21.968485+00"
"HC15031","Overspeed Setting","1850","2024-05-29 17:04:21.968485+00"
"HC15031","Class B1 Timer","293","2024-05-29 17:04:21.968485+00"
"HC15031","Run Status","Normal Operation","2024-05-29 17:04:21.968485+00"
"HC15031","Discharge Temperature Cyl #1","191","2024-01-31 17:03:40.338+00"
"HC15031","Discharge Temperature Cyl #3","168","2024-01-31 17:03:40.338+00"
"HC15031","Compressor Oil Temperature","153","2024-01-31 17:03:40.338+00"
"HC15031","Suction Temperature","83","2024-01-31 17:03:40.338+00"
"HC15031","Discharge Temperature Cyl #2","237","2024-01-31 17:03:40.338+00"
"HC15031","Engine Jacket Water Temperature","169","2024-01-31 17:03:40.338+00"
"HC15036","Disc Temp #2","286","2024-05-31 16:03:59.460241+00"
"HC15036","Disc Temp #3","197","2024-05-31 16:03:59.460241+00"
"HC15036","Suction Temp","103","2024-05-31 16:03:59.460241+00"
"HC15036","Comp Oil Temp","161","2024-05-31 16:03:59.460241+00"
"HC15036","Eng Jacket Water Temp","180","2024-05-31 16:03:59.460241+00"
"HC15036","Disc Temp #1","248","2024-05-31 16:03:59.460241+00"
"HC15036","External DC Voltage","27.1","2024-05-31 16:03:58.122172+00"
"HC15036","Internal Battery Voltage","4.2","2024-05-31 16:03:58.122172+00"
"HC15036","Hour Meter","54202","2024-05-31 16:03:58.122172+00"
"HC15036","Engine Speed","1447","2024-05-31 16:03:58.122172+00"
"HC15036","Ignition Voltage","0.0","2024-05-31 16:03:58.122172+00"
"HC15036","Connected Satellites","12","2024-05-31 00:08:11.401396+00"
"HC15036","Longitude","-102.9676029","2024-05-31 00:08:11.401396+00"
"HC15036","GPS Status","Reported Position is Current","2024-05-31 00:08:11.401396+00"
"HC15036","Latitude","31.1191418","2024-05-31 00:08:11.401396+00"
"HC15036","Altitude","2793.0","2024-05-31 00:08:11.401396+00"
"HC15036","Modem Temperature","118","2024-05-31 00:07:50.861455+00"
"HC15036","Version Major","5","2024-05-31 00:07:50.861455+00"
"HC15036","Modem Temp Warning Level","Normal Temperature","2024-05-31 00:07:50.861455+00"
"HC15036","Active Carrier","Verizon","2024-05-31 00:07:50.861455+00"
"HC15036","Run Count","0","2024-05-31 00:07:50.861455+00"
"HC15036","Last System Reboot","1716255051.0","2024-05-31 00:07:50.861455+00"
"HC15036","Version Minor","1","2024-05-31 00:07:50.861455+00"
"HC15036","Version Revision","8","2024-05-31 00:07:50.861455+00"
"HC15036","Carrier Options","ATT, Verizon, and Iridium","2024-05-31 00:07:50.861455+00"
"HC15036","Version Build","10","2024-05-31 00:07:50.861455+00"
"HC15036","Cellular Signal Bars","2","2024-05-31 00:07:32.66473+00"
"HC15036","RSRQ","-7","2024-05-31 00:07:32.66473+00"
"HC15036","RSSI","-79","2024-05-31 00:07:32.66473+00"
"HC15036","Cell Modem Restarts","30","2024-05-31 00:07:32.66473+00"
"HC15036","Cell Modem Status","Modem Ready","2024-05-31 00:07:32.66473+00"
"HC15036","RSRP","-106","2024-05-31 00:07:32.66473+00"
"HC15036","Cell Mode","4G","2024-05-31 00:07:32.66473+00"
"HC15036","SD History #2","TDXM Shutdown SP3","2024-05-31 00:07:31.169085+00"
"HC15036","SD History #1","Low Suction Pressure","2024-05-31 00:07:31.169085+00"
"HC15036","SD History #5","Manual Stop","2024-05-31 00:07:31.169085+00"
"HC15036","SD History #3","TDXM Shutdown SP3","2024-05-31 00:07:31.169085+00"
"HC15036","SD History #4","TDXM Shutdown SP3","2024-05-31 00:07:31.169085+00"
"HC15036","Skid - Current Operating State Code","Normal Operation","2024-05-29 16:05:18.333284+00"
"HC15036","Skid - Timestamp","1716300156.0","2024-05-29 16:05:18.333284+00"
"HC15036","Skid - Last Stop Code","Low Suction Pressure","2024-05-29 16:05:18.333284+00"
"HC15036","Skid - Status","Running (latched)","2024-05-29 16:05:18.333284+00"
"HC15036","Run Status","Normal Operation","2024-05-21 14:05:54.488381+00"
"HC15036","Skid - Shutdown","Normal Operation","2024-05-21 14:05:27.226511+00"
"HC15036","Engine Water Temp","182","2024-01-31 21:05:35.999+00"
"HC15036","Discharge Temp Cyl #3","191","2024-01-31 21:05:35.999+00"
"HC15036","Discharge Temp Cyl #2","275","2024-01-31 21:05:35.999+00"
"HC15036","Compressor Oil Temp","158","2024-01-31 21:05:35.999+00"
"HC15036","Discharge Temp Cyl #1","239","2024-01-31 21:05:35.999+00"
"HC15036","Timer","0","2024-01-31 21:05:34.745+00"
"HC15036","Derived Run Status","Not Running (Stopped, Warmup, or Cooldown)","2024-01-17 13:54:24.288+00"
"HC15036","Sat Detected","0","2024-01-08 08:23:51.145+00"
"HC15153","Engine Speed","0","2024-05-31 16:31:38.936724+00"
"HC15153","Ignition Voltage","175.5","2024-05-31 15:59:41.320884+00"
"HC15153","Internal Battery Voltage","5.9","2024-05-31 15:59:41.320884+00"
"HC15153","External DC Voltage","26.9","2024-05-31 15:59:41.320884+00"
"HC15153","Hour Meter","56255","2024-05-31 15:59:41.320884+00"
"HC15153","RSRP","-97","2024-05-31 00:00:01.788716+00"
"HC15153","Cell Modem Restarts","0","2024-05-31 00:00:01.788716+00"
"HC15153","Cell Modem Status","Modem Ready","2024-05-31 00:00:01.788716+00"
"HC15153","RSSI","-63","2024-05-31 00:00:01.788716+00"
"HC15153","RSRQ","-14","2024-05-31 00:00:01.788716+00"
"HC15153","Cellular Signal Bars","2","2024-05-31 00:00:01.788716+00"
"HC15153","Cell Mode","4G","2024-05-31 00:00:01.788716+00"
"HC15153","GPS Status","Reported Position is Current","2024-05-30 23:59:59.315834+00"
"HC15153","Longitude","-103.3852243","2024-05-30 23:59:59.315834+00"
"HC15153","Latitude","31.3870439","2024-05-30 23:59:59.315834+00"
"HC15153","Connected Satellites","11","2024-05-30 23:59:59.315834+00"
"HC15153","Altitude","2656.8","2024-05-30 23:59:59.315834+00"
"HC15153","Version Minor","1","2024-05-30 23:59:56.813401+00"
"HC15153","Last System Reboot","1715918802.0","2024-05-30 23:59:56.813401+00"
"HC15153","Carrier Options","ATT, Verizon, and Iridium","2024-05-30 23:59:56.813401+00"
"HC15153","Version Build","10","2024-05-30 23:59:56.813401+00"
"HC15153","Modem Temperature","124","2024-05-30 23:59:56.813401+00"
"HC15153","Modem Temp Warning Level","Normal Temperature","2024-05-30 23:59:56.813401+00"
"HC15153","Version Major","5","2024-05-30 23:59:56.813401+00"
"HC15153","Active Carrier","Verizon","2024-05-30 23:59:56.813401+00"
"HC15153","Version Revision","8","2024-05-30 23:59:56.813401+00"
"HC15153","Run Count","0","2024-05-30 23:59:56.813401+00"
"HC15153","Skid - Current Operating State Code","Normal Operation","2024-05-28 05:06:30.878947+00"
"HC15153","Skid - Timestamp","1716872808.0","2024-05-28 05:06:30.878947+00"
"HC15153","Skid - Status","Running (latched)","2024-05-28 05:06:30.878947+00"
"HC15153","Skid - Last Stop Code","Normal Operation","2024-05-28 05:06:30.878947+00"
"HC15153","Skid - Shutdown","Normal Operation","2024-05-19 14:44:09.273647+00"
"HC15153","Comp SD Hist 1","TDXM Shutdown SP3","2024-05-19 14:43:59.259072+00"
"HC15153","ETM @ SD1","55966","2024-05-19 14:43:59.259072+00"
"HC15153","Class B1 Timer","300","2024-05-19 14:43:59.259072+00"
"HC15153","Overspeed Setting","0","2024-05-19 14:43:59.259072+00"
"HC15153","Comp SD Hist 5","Eng Panel Shutdown","2024-05-19 14:43:59.259072+00"
"HC15153","Underspeed Setting","0","2024-05-19 14:43:59.259072+00"
"HC15153","Comp SD Hist 3","High Suction Pressure","2024-05-19 14:43:59.259072+00"
"HC15153","Comp SD Hist 2","Low Discharge Pressure Stg 3","2024-05-19 14:43:59.259072+00"
"HC15153","PSU-X Firmware","9.1","2024-05-19 14:43:59.259072+00"
"HC15153","Comp SD Hist 4","TDXM Shutdown SP3","2024-05-19 14:43:59.259072+00"
"HC15153","Run Status","Normal Operation","2024-05-19 14:43:59.259072+00"
"HC15153","Derived Stop Status","Not Stopped (Running, Warmup, or Cooldown)","2024-01-31 17:15:39.701+00"
"HC15153","Derived Run Status","Running","2024-01-31 17:15:39.701+00"
"HC15186","Cell Modem Status","Modem Ready","2024-05-30 23:59:26.363531+00"
"HC15186","Cell Mode","4G","2024-05-30 23:59:26.363531+00"
"HC15186","RSRP","-98","2024-05-30 23:59:26.363531+00"
"HC15186","Cellular Signal Bars","1","2024-05-30 23:59:26.363531+00"
"HC15186","RSSI","-61","2024-05-30 23:59:26.363531+00"
"HC15186","Cell Modem Restarts","18","2024-05-30 23:59:26.363531+00"
"HC15186","RSRQ","-16","2024-05-30 23:59:26.363531+00"
"HC15186","Longitude","-104.0491151","2024-05-30 23:59:24.933334+00"
"HC15186","Connected Satellites","11","2024-05-30 23:59:24.933334+00"
"HC15186","Altitude","2867.1","2024-05-30 23:59:24.933334+00"
"HC15186","GPS Status","Reported Position is Current","2024-05-30 23:59:24.933334+00"
"HC15186","Latitude","32.1953978","2024-05-30 23:59:24.933334+00"
"HC15186","Modem Temp Warning Level","Normal Temperature","2024-05-30 23:59:23.409681+00"
"HC15186","Last System Reboot","1715106877.0","2024-05-30 23:59:23.409681+00"
"HC15186","Version Major","5","2024-05-30 23:59:23.409681+00"
"HC15186","Version Minor","1","2024-05-30 23:59:23.409681+00"
"HC15186","Version Build","10","2024-05-30 23:59:23.409681+00"
"HC15186","Version Revision","13","2024-05-30 23:59:23.409681+00"
"HC15186","Carrier Options","ATT, Verizon, and Iridium","2024-05-30 23:59:23.409681+00"
"HC15186","Modem Temperature","126","2024-05-30 23:59:23.409681+00"
"HC15186","Run Count","0","2024-05-30 23:59:23.409681+00"
"HC15186","Active Carrier","Verizon","2024-05-30 23:59:23.409681+00"
"HC15186","Skid - Status","Unknown","2024-05-10 02:51:51.638168+00"
"HC15186","Skid - Current Operating State Code","Manual Stop","2024-05-10 02:51:51.638168+00"
"HC15186","Skid - Last Stop Code","Manual Stop","2024-05-10 02:51:51.638168+00"
"HC15186","Skid - Timestamp","0.0","2024-05-10 02:51:51.638168+00"
"HC15186","Skid - Shutdown","Manual Stop","2024-01-16 13:46:50.118+00"
"HC15186","Fault code","Manual Stop","2024-01-16 13:46:43.36+00"
"HC15186","Comp Oil Pres","16.0","2024-01-16 13:46:40.833+00"
"HC15186","1st Stg Disc Pres","4","2024-01-16 13:46:40.833+00"
"HC15186","Suction Pressure","3.6","2024-01-16 13:46:40.833+00"
"HC15186","Hour Meter","17899","2024-01-16 13:46:40.833+00"
"HC15186","Engine Speed","0","2024-01-16 13:46:40.833+00"
"HC15186","2nd Stg Disc Pres","2","2024-01-16 13:46:40.833+00"
"HC15186","Disc Temp Cyl 2","28","2024-01-16 13:46:40.833+00"
"HC15186","Disc Temp Cyl 1","22","2024-01-16 13:46:40.833+00"
"HC15186","Suction Temp","30","2024-01-16 13:46:40.833+00"
"HC15186","Disc Temp Cyl 4","23","2024-01-16 13:46:40.833+00"
"HC15186","Disc Temp Cyl 3","24","2024-01-16 13:46:40.833+00"
"HC15186","PreConverter Temp","32","2024-01-16 13:46:40.833+00"
"HC15186","PostConverter Temp","22","2024-01-16 13:46:40.833+00"
